pickup_date,total_trips,total_amount_sum,avg_trip_distance,avg_total_amount
2025-10-18,152292,4012295.869999822,5.953455007485731,26.34607116591694
2025-10-19,138473,3922876.0399998506,11.725085756790081,28.32953745495404
2025-10-20,116870,3297462.11999991,6.032507144690678,28.214786686060663
2025-10-21,136833,3601238.3899998483,6.188679923702695,26.318493272820508
2025-10-22,146946,3903963.919999893,4.061200781239471,26.56733711703546
2025-10-23,159975,4264115.899999906,6.87269054539777,26.65488920143714
2025-10-24,153910,3872628.8599998946,9.734091352088997,25.161645507113864
2025-10-25,156536,3471347.649999944,7.8321419354014346,22.17603394746221
2025-10-26,126484,3452804.849999894,7.232253486606997,27.29835275607898
2025-10-27,122604,3297403.409999928,7.453023555512172,26.89474576685857
2025-10-28,135969,3601911.7599998354,5.369787966374694,26.490683611704398
2025-10-29,144370,3820219.299999883,4.074770173858889,26.461309828911013
2025-10-30,163577,3985705.059999915,8.181160860023232,24.365925894226663
2025-10-31,169408,4224650.86999987,7.541840527011713,24.937729446070254
2025-11-01,183035,3920762.879999901,7.312228590160329,21.420836889119027
2025-11-02,152130,4038046.7299999623,6.26641996976271,26.543395319792033
2025-11-03,129816,3440996.729999849,9.165271307080882,26.506722823071495
2025-11-04,131512,3309074.1900000363,5.026152822556141,25.16176615061771
2025-11-05,142587,3782371.659999847,4.997584913070684,26.52676373021276
2025-11-06,158170,4170177.2899999125,6.405192893722066,26.36515957514012
2025-11-07,147795,3837127.4099999247,5.333371967928582,25.96249812239876
2025-11-08,153432,3512572.329999962,6.228050537045732,22.893349040617093
2025-11-09,133197,3482795.8499999163,3.754577055038782,26.14770490326296
2025-11-10,131860,3453564.9599999343,7.602049749734607,26.191149400879222
2025-11-11,131252,3346731.309999943,5.382897403468094,25.498516670221733
2025-11-12,142267,3770068.6599999056,8.251654635298483,26.499951921386586
2025-11-13,156277,4004721.929999888,6.408888064142617,25.625792215104514
2025-11-14,154779,3820316.719999868,4.333970952131761,24.682396965995824
2025-11-15,162604,3509505.6400000066,6.766931379301953,21.58314457208929
2025-11-16,136369,3658041.519999909,5.562892299569515,26.824582713079288
2025-11-17,130552,3689408.2699999125,9.271070684478255,28.260067023101236
2025-11-18,143933,4021558.4799999357,3.518837306246736,27.940489533324087
2025-11-19,153531,4371903.759999902,7.1816130944240095,28.47570692563653
2025-11-20,160579,4560643.069999972,7.621535754986798,28.40124219231638
2025-11-21,153946,4292848.689999945,8.032868408403006,27.885418848167184
2025-11-22,154131,3949250.1499999315,7.715393139601948,25.622685572661773
2025-11-23,126561,3331567.659999879,6.959044650405805,26.323809546383792
2025-11-24,120517,2990919.339999931,5.113120057751167,24.817406175061866
2025-11-25,144794,3583922.00999991,4.165323563131179,24.751868240396078
2025-11-26,122438,3002204.149999986,9.61899500155189,24.520199202861743
2025-11-27,96815,1935424.9199999347,6.65193492743888,19.99096131797691
2025-11-28,100936,2351068.6099999407,6.848035685979337,23.29266673931938
2025-11-29,114334,2823233.979999881,8.612610509559772,24.692864589709803
2025-11-30,111283,3146356.3399998886,6.429435403430913,28.27346800499527
2025-12-01,125341,3992694.1600001883,4.810412714116057,31.854653784477453
2025-12-02,146523,4633360.71000043,4.486299557066237,31.622071005920095
2025-12-03,150529,4837994.460000312,4.9152819722446175,32.139949511391904
2025-12-04,171170,5623944.010000508,5.615587369281993,32.85589770403989
2025-12-05,170278,5282492.910000641,6.74247330835475,31.022756374873094
2025-12-06,168387,4865703.02000077,7.133924174669106,28.89595408197052
2025-12-07,141064,4234386.320000368,10.813172815176106,30.017483695346566
2025-12-08,142984,4411511.220000147,8.091324903485779,30.853180915348197
2025-12-09,159436,5115027.90000034,6.163195137861037,32.08201347249266
2025-12-10,165676,5552653.940000594,4.556638318163218,33.515137618004985
2025-12-11,181547,6053412.79000058,7.984640561397382,33.343502178502426
2025-12-12,182484,5851028.020000707,7.269580675566106,32.06323853050518
2025-12-13,180534,5345027.010000778,8.804698339371066,29.606761108715137
2025-12-14,159914,4785081.210000656,6.609402866540718,29.922841089589753
2025-12-15,150723,4863396.060000361,7.994218068907988,32.2671129157485
2025-12-16,158518,4996367.260000452,5.4162039642187665,31.519242357337667
2025-12-17,159874,5062007.040000426,6.787246519133901,31.66247820158641
2025-12-18,166137,5390494.38000043,5.986788674407349,32.44607992199468
2025-12-19,171960,5309887.330000578,7.854725750174598,30.87861903931483
2025-12-20,156918,4565370.4000004735,7.071709491581523,29.093987942750186
2025-12-21,124368,3592829.3300002944,8.89842837385826,28.888695886404015
2025-12-22,114270,3428208.930000237,7.436044281088742,30.000953268576506
2025-12-23,112450,3301461.3300002147,6.851346287238915,29.35937154290987
2025-12-24,100600,2701094.1700000134,5.625747017892725,26.84984264413532
2025-12-25,68111,1964364.299999832,11.885460204665799,28.84063220331271
2025-12-26,83927,2399852.839999979,3.384945130887568,28.5945266719885
2025-12-27,85759,2576107.9200001177,6.449197635233565,30.03892209564148
2025-12-28,91036,2871700.4600002104,4.251169097939306,31.544668702493635
2025-12-29,96991,2962345.3800001806,6.519001659947861,30.542476930851116
2025-12-30,105865,3175593.470000262,8.100540688612856,29.99663222028302
2025-12-31,111623,3178587.2800003537,11.723504654058745,28.47609614506288
