fare_amount,feature,passenger_count,tip_amount,total_amount,trip_distance
0.09371707221178074,trip_distance,0.002787962458577539,0.06065299584335827,0.09355825228468734,1.0
1.0,fare_amount,0.032406578463297545,0.5884270235639892,0.9803176102043991,0.09371707221178074
0.5884270235639892,tip_amount,0.012014707615993634,1.0,0.7082373769234884,0.06065299584335827
0.9803176102043991,total_amount,0.030690140848955334,0.7082373769234884,1.0,0.09355825228468734
0.032406578463297545,passenger_count,1.0,0.012014707615993634,0.030690140848955334,0.002787962458577539
