fare_amount,feature,passenger_count,tip_amount,total_amount,trip_distance
0.00698192382652677,trip_distance,0.0021544658959283852,0.0343075201732943,0.008438195724554303,1.0
1.0,fare_amount,0.006260546315831456,0.07138859390819804,0.9991388814552566,0.00698192382652677
0.07138859390819804,tip_amount,0.028919754026787394,1.0,0.10717904118293697,0.0343075201732943
0.9991388814552566,total_amount,0.007579841546487246,0.10717904118293697,1.0,0.008438195724554303
0.006260546315831456,passenger_count,1.0,0.028919754026787394,0.007579841546487246,0.0021544658959283852
